ParameterName,Result,AddressOrNote,Mode
INP_TAirBoost,RESOLVED,0x4000E3D0 (INP_TAirBoost),DIRECT
INP_bErrTCooltSnsr,RESOLVED,0x4000E232 (INP_bErrTCooltSnsr),DIRECT
INP_bErrTAirBoostSnsr,RESOLVED,0x4000E8DD (INP_bErrTAirBoostSnsr),DIRECT
INP_bErrTEcuSnsr,RESOLVED,0x4000DA50 (INP_bErrTEcuSnsr),DIRECT
INP_bErrTFuSnsr,RESOLVED,0x4000DDC4 (INP_bErrTFuSnsr),DIRECT
INP_bErrTOilSnsr,RESOLVED,0x4000DC50 (INP_bErrTOilSnsr),DIRECT
INP_bErrPOilSnsr,RESOLVED,0x4000DDE4 (INP_bErrPOilSnsr),DIRECT
INP_bErrPFuSnsr,RESOLVED,0x4000D9F5 (INP_bErrPFuSnsr),DIRECT
INP_bErrPAmbAirSnsr,RESOLVED,0x4000D96E (INP_bErrPAmbAirSnsr),DIRECT
INP_bCrsCtrlOnOffBtn,RESOLVED,0x4000E248 (INP_bCrsCtrlOnOffBtn),DIRECT
INP_bDecCrsCtrlBtn,RESOLVED,0x4000E8F5 (INP_bDecCrsCtrlBtn),DIRECT
INP_bErrGridHeatr,RESOLVED,0x4000DF99 (INP_bErrGridHeatr),DIRECT
INP_bErrVCV,RESOLVED,0x4000D958 (INP_bErrVCV),DIRECT
INP_bErrInjr1,RESOLVED,0x4000DEFC (INP_bErrInjr1),DIRECT
INP_bErrInjr2,RESOLVED,0x4000DDA9 (INP_bErrInjr2),DIRECT
INP_bErrInjr3,RESOLVED,0x4000DA89 (INP_bErrInjr3),DIRECT
INP_bErrInjr4,RESOLVED,0x4000DA8B (INP_bErrInjr4),DIRECT
INP_bErrInjr5,RESOLVED,0x4000DC22 (INP_bErrInjr5),DIRECT
INP_bErrInjr6,RESOLVED,0x4000DC28 (INP_bErrInjr6),DIRECT
INP_MeanDifNEngAndCyl1,RESOLVED,0x4000E8F8 (INP_MeanDifNEngAndCyl1),DIRECT
INP_MeanDifNEngAndCyl2,RESOLVED,0x4000DD78 (INP_MeanDifNEngAndCyl2),DIRECT
INP_MeanDifNEngAndCyl3,RESOLVED,0x4000DD80 (INP_MeanDifNEngAndCyl3),DIRECT
INP_MeanDifNEngAndCyl4,RESOLVED,0x4000E02C (INP_MeanDifNEngAndCyl4),DIRECT
INP_MeanDifNEngAndCyl5,RESOLVED,0x4000DA7C (INP_MeanDifNEngAndCyl5),DIRECT
INP_MeanDifNEngAndCyl6,RESOLVED,0x4000DD90 (INP_MeanDifNEngAndCyl6),DIRECT
INP_GridHeatrRlyFb,RESOLVED,0x4000E72C (INP_GridHeatrRlyFb),DIRECT
INP_bIncCrsCtrlBtn,RESOLVED,0x4000DD00 (INP_bIncCrsCtrlBtn),DIRECT
INP_bErrWg,RESOLVED,0x4000D994 (INP_bErrWg),DIRECT
INP_bErrPCV,RESOLVED,0x4000E108 (INP_bErrPCV),DIRECT
INP_HndBrkPrkg,RESOLVED,0x4000DDD2 (INP_HndBrkPrkg),DIRECT
INP_bEngBrkReq1Btn,RESOLVED,0x4000E58C (INP_bEngBrkReq1Btn),DIRECT
INP_bEngBrkReq2Btn,RESOLVED,0x4000E941 (INP_bEngBrkReq2Btn),DIRECT
INP_bErrStrtReqSwt,RESOLVED,0x4000E568 (INP_bErrStrtReqSwt),DIRECT
INP_bErrIgnSwt,RESOLVED,0x4000E928 (INP_bErrIgnSwt),DIRECT
INP_bErrCrsCtrlOnOffBtn,RESOLVED,0x4000DB6A (INP_bErrCrsCtrlOnOffBtn),DIRECT
INP_bErrCmbtSwt,RESOLVED,0x4000E39D (INP_bErrCmbtSwt),DIRECT
INP_bErrDecCrsCtrlBtn,RESOLVED,0x4000E795 (INP_bErrDecCrsCtrlBtn),DIRECT
INP_bErrIncCrsCtrlBtn,RESOLVED,0x4000E48B (INP_bErrIncCrsCtrlBtn),DIRECT
INP_bErrEngBrkReq1Btn,RESOLVED,0x4000DC20 (INP_bErrEngBrkReq1Btn),DIRECT
INP_bErrEngBrkReq2Btn,RESOLVED,0x4000E950 (INP_bErrEngBrkReq2Btn),DIRECT
INP_NCyl1Min,RESOLVED,0x4000DC84 (INP_NCyl1Min),DIRECT
INP_NCyl2Min,RESOLVED,0x4000E504 (INP_NCyl2Min),DIRECT
INP_NCyl3Min,RESOLVED,0x4000DCCC (INP_NCyl3Min),DIRECT
INP_NCyl4Min,RESOLVED,0x4000E6D0 (INP_NCyl4Min),DIRECT
INP_NCyl5Min,RESOLVED,0x4000DCC8 (INP_NCyl5Min),DIRECT
INP_NCyl6Min,RESOLVED,0x4000DF34 (INP_NCyl6Min),DIRECT
INP_NMeaCylMin,RESOLVED,0x4000E49C (INP_NMeaCylMin),DIRECT
INP_bErrTAmbAirSnsr,RESOLVED,0x4000DFC4 (INP_bErrTAmbAirSnsr),DIRECT
INP_UClmp30,RESOLVED,0x4000E0E0 (INP_UClmp30),DIRECT
INP_CanTrsmOilLvlReq,RESOLVED,0x4000DC19 (INP_CanTrsmOilLvlReq),DIRECT
INP_CanEngTqLimReqMaxCntns,RESOLVED,0x4000E401 (INP_CanEngTqLimReqMaxCntns),DIRECT
INP_CanASREngCtrlActv,RESOLVED,0x4000E4D4 (INP_CanASREngCtrlActv),DIRECT
INP_CanASRBrkCtrlActv,RESOLVED,0x4000E721 (INP_CanASRBrkCtrlActv),DIRECT
INP_CanABSActv,RESOLVED,0x4000DAC8 (INP_CanABSActv),DIRECT
INP_CanEngAuxShtdwnSwt,RESOLVED,0x4000E238 (INP_CanEngAuxShtdwnSwt),DIRECT
INP_CanTrsmEngCrkEna,RESOLVED,0x4000E5B0 (INP_CanTrsmEngCrkEna),DIRECT
INP_CanEstimdEngParasiticTq,RESOLVED,0x4000DC64 (INP_CanEstimdEngParasiticTq),DIRECT
INP_CanTrsmTqCnvLockUpEngd,RESOLVED,0x4000DAFC (INP_CanTrsmTqCnvLockUpEngd),DIRECT
INP_CanTrsmOutpShaftSpd,RESOLVED,0x4000E08C (INP_CanTrsmOutpShaftSpd),DIRECT
INP_CanTrsmCurrentGear,RESOLVED,0x4000E2BE (INP_CanTrsmCurrentGear),DIRECT
INP_CanTrsmSeldGear,RESOLVED,0x4000E788 (INP_CanTrsmSeldGear),DIRECT
INP_CanTrsmActGearRat,RESOLVED,0x4000DC44 (INP_CanTrsmActGearRat),DIRECT
INP_CanTrsmTqCnvrRat,RESOLVED,0x4000E8E0 (INP_CanTrsmTqCnvrRat),DIRECT
INP_CanTrfCaseSts,RESOLVED,0x4000E7F0 (INP_CanTrfCaseSts),DIRECT
INP_CanEngReqTqHiReslFromTcu,RESOLVED,0x4000E48C (INP_CanEngReqTqHiReslFromTcu),DIRECT
INP_CanEngTqReqFromTcu,RESOLVED,0x4000DE74 (INP_CanEngTqReqFromTcu),DIRECT
INP_CanEngOvrdCtrlModFromTcu,RESOLVED,0x4000D876 (INP_CanEngOvrdCtrlModFromTcu),DIRECT
INP_CanOvrdCtrlModPrioFromTcu,RESOLVED,0x4000E0CC (INP_CanOvrdCtrlModPrioFromTcu),DIRECT
INP_CanEngSpdReqFromTcu,RESOLVED,0x4000E614 (INP_CanEngSpdReqFromTcu),DIRECT
INP_FuelCnsMem,RESOLVED,0x4000E598 (INP_FuelCnsMem),DIRECT
INP_TripMem,RESOLVED,0x4000E0F8 (INP_TripMem),DIRECT
INP_CanWhlBasVehSpd,RESOLVED,0x4000E074 (INP_CanWhlBasVehSpd),DIRECT
INP_CanTachographVehSpd,RESOLVED,0x4000E264 (INP_CanTachographVehSpd),DIRECT
INP_StOfCanTrsmOutpShaftSpd,RESOLVED,0x4000D988 (INP_StOfCanTrsmOutpShaftSpd),DIRECT
INP_StOfCanWhlBasVehSpd,RESOLVED,0x4000E414 (INP_StOfCanWhlBasVehSpd),DIRECT
INP_StOfCanTachographVehSpd,RESOLVED,0x4000DBAC (INP_StOfCanTachographVehSpd),DIRECT
INP_bErrHndBrkPrkg,RESOLVED,0x4000DC6D (INP_bErrHndBrkPrkg),DIRECT
INP_bErrBrkPedl,RESOLVED,0x4000DFB4 (INP_bErrBrkPedl),DIRECT
INP_CanEngPtoGovrEnaSwt,RESOLVED,0x4000E0D5 (INP_CanEngPtoGovrEnaSwt),DIRECT
INP_CanEngRemPtoGovrProgdSpdCtrlSwt,RESOLVED,0x4000E9A4 (INP_CanEngRemPtoGovrProgdSpdCtrlSwt),DIRECT
INP_CanEngPtoGovrSetSwt,RESOLVED,0x4000D911 (INP_CanEngPtoGovrSetSwt),DIRECT
INP_CanEngPtoGovrCoastSwt,RESOLVED,0x4000E5B9 (INP_CanEngPtoGovrCoastSwt),DIRECT
INP_CanEngPtoGovrResuSwt,RESOLVED,0x4000E5DC (INP_CanEngPtoGovrResuSwt),DIRECT
INP_CanEngPtoGovrAccrSwt,RESOLVED,0x4000DAC1 (INP_CanEngPtoGovrAccrSwt),DIRECT
INP_StOfCanEngPtoGovrEnaSwt,RESOLVED,0x4000E7D1 (INP_StOfCanEngPtoGovrEnaSwt),DIRECT
INP_StOfCanEngRemPtoGovrSpdCtrlSwt,RESOLVED,0x4000E329 (INP_StOfCanEngRemPtoGovrSpdCtrlSwt),DIRECT
INP_StOfCanEngPtoGovrSetSwt,RESOLVED,0x4000E2DA (INP_StOfCanEngPtoGovrSetSwt),DIRECT
INP_StOfCanEngPtoGovrCoastSwt,RESOLVED,0x4000DF42 (INP_StOfCanEngPtoGovrCoastSwt),DIRECT
INP_StOfCanEngPtoGovrResuSwt,RESOLVED,0x4000DC5C (INP_StOfCanEngPtoGovrResuSwt),DIRECT
INP_StOfCanEngPtoGovrAccrSwt,RESOLVED,0x4000DED3 (INP_StOfCanEngPtoGovrAccrSwt),DIRECT
INP_CanFuLvl1,RESOLVED,0x4000DF10 (INP_CanFuLvl1),DIRECT
INP_StOfCanFuLvl1,RESOLVED,0x4000E359 (INP_StOfCanFuLvl1),DIRECT
INP_StOfCanEngOvrdCtrlModFromTcu,RESOLVED,0x4000D94C (INP_StOfCanEngOvrdCtrlModFromTcu),DIRECT
INP_StOfCanABSActv,RESOLVED,0x4000DC42 (INP_StOfCanABSActv),DIRECT
INP_StOfCanTrsmTqCnvLockUpEngd,RESOLVED,0x4000E06A (INP_StOfCanTrsmTqCnvLockUpEngd),DIRECT
INP_StOfCanTrsmCurrentGear,RESOLVED,0x4000DEDB (INP_StOfCanTrsmCurrentGear),DIRECT
INP_CrnksftSpd,RESOLVED,0x4000DD6C (INP_CrnksftSpd),DIRECT
INP_CamsftSpd,RESOLVED,0x4000DBF4 (INP_CamsftSpd),DIRECT
INP_DstTrvldMem,RESOLVED,0x4000DD8C (INP_DstTrvldMem),DIRECT
INP_EngHrMem,RESOLVED,0x4000E700 (INP_EngHrMem),DIRECT
INP_ErrRedStopLamp,RESOLVED,0x4000DF38 (INP_ErrRedStopLamp),DIRECT
INP_ErrAmberWarnLamp,RESOLVED,0x4000E0E4 (INP_ErrAmberWarnLamp),DIRECT
INP_ErrColdStrtLamp,RESOLVED,0x4000E2F0 (INP_ErrColdStrtLamp),DIRECT
INP_ErrEngBrkSoln1,RESOLVED,0x4000E140 (INP_ErrEngBrkSoln1),DIRECT
INP_ErrEngBrkSoln2,RESOLVED,0x4000DE05 (INP_ErrEngBrkSoln2),DIRECT
INP_StOfCanTrsmEngCrkEna,RESOLVED,0x4000DE97 (INP_StOfCanTrsmEngCrkEna),DIRECT
INP_StOfCanTrsmTqCnvrRat,RESOLVED,0x4000D875 (INP_StOfCanTrsmTqCnvrRat),DIRECT
INP_StOfCanTrfCaseSts,RESOLVED,0x4000E0C0 (INP_StOfCanTrfCaseSts),DIRECT
INP_StOfCanTrsmOilLvlReq,RESOLVED,0x4000DF6D (INP_StOfCanTrsmOilLvlReq),DIRECT
INP_StOfCanEngTqLimReqMaxCntns,RESOLVED,0x4000E0CD (INP_StOfCanEngTqLimReqMaxCntns),DIRECT
INP_StOfCanASREngCtrlActv,RESOLVED,0x4000D8EC (INP_StOfCanASREngCtrlActv),DIRECT
INP_StOfCanASRBrkCtrlActv,RESOLVED,0x4000E97C (INP_StOfCanASRBrkCtrlActv),DIRECT
INP_StOfCanEngAuxShtdwnSwt,RESOLVED,0x4000E460 (INP_StOfCanEngAuxShtdwnSwt),DIRECT
INP_StOfCanEstimdEngParasiticTq,RESOLVED,0x4000E0A4 (INP_StOfCanEstimdEngParasiticTq),DIRECT
INP_StOfCanTrsmSeldGear,RESOLVED,0x4000E3BC (INP_StOfCanTrsmSeldGear),DIRECT
INP_StOfCanTrsmActGearRat,RESOLVED,0x4000DD35 (INP_StOfCanTrsmActGearRat),DIRECT
INP_StOfCanEngReqTqHiReslFromTcu,RESOLVED,0x4000E729 (INP_StOfCanEngReqTqHiReslFromTcu),DIRECT
INP_StOfCanEngTqReqFromTcu,RESOLVED,0x4000E710 (INP_StOfCanEngTqReqFromTcu),DIRECT
INP_StOfCanOvrdCtrlModPrioFromTcu,RESOLVED,0x4000E1E1 (INP_StOfCanOvrdCtrlModPrioFromTcu),DIRECT
INP_StOfCanEngSpdReqFromTcu,RESOLVED,0x4000E0E6 (INP_StOfCanEngSpdReqFromTcu),DIRECT
INP_CanCrsCtrlSetSwt,RESOLVED,0x4000D9C0 (INP_CanCrsCtrlSetSwt),DIRECT
INP_StOfCanCrsCtrlSetSwt,RESOLVED,0x4000E128 (INP_StOfCanCrsCtrlSetSwt),DIRECT
INP_CanCrsCtrlResuSwt,RESOLVED,0x4000E370 (INP_CanCrsCtrlResuSwt),DIRECT
INP_StOfCanCrsCtrlResuSwt,RESOLVED,0x4000D844 (INP_StOfCanCrsCtrlResuSwt),DIRECT
INP_CanCrsCtrlEnaSwt,RESOLVED,0x4000E46D (INP_CanCrsCtrlEnaSwt),DIRECT
INP_StOfCanCrsCtrlEnaSwt,RESOLVED,0x4000DC08 (INP_StOfCanCrsCtrlEnaSwt),DIRECT
INP_CanVehLimSpdGovrEnaSwt,RESOLVED,0x4000DA74 (INP_CanVehLimSpdGovrEnaSwt),DIRECT
INP_StOfCanVehLimSpdGovrEnaSwt,RESOLVED,0x4000DA88 (INP_StOfCanVehLimSpdGovrEnaSwt),DIRECT
INP_CanVehLimSpdGovrInctSwt,RESOLVED,0x4000E67C (INP_CanVehLimSpdGovrInctSwt),DIRECT
INP_StOfCanVehLimSpdGovrInctSwt,RESOLVED,0x4000DA6A (INP_StOfCanVehLimSpdGovrInctSwt),DIRECT
INP_CanVehLimSpdGovrDecSwt,RESOLVED,0x4000E100 (INP_CanVehLimSpdGovrDecSwt),DIRECT
INP_StOfCanVehLimSpdGovrDecSwt,RESOLVED,0x4000E149 (INP_StOfCanVehLimSpdGovrDecSwt),DIRECT
INP_ErrStrtr,RESOLVED,0x4000DE24 (INP_ErrStrtr),DIRECT
INP_CanEngTqReqFromAbsAsc,RESOLVED,0x4000DD18 (INP_CanEngTqReqFromAbsAsc),DIRECT
INP_CanEngOvrdCtrlModFromAbsAsc,RESOLVED,0x4000E2AD (INP_CanEngOvrdCtrlModFromAbsAsc),DIRECT
INP_StOfCanEngOvrdCtrlModFromAbsAsc,RESOLVED,0x4000D9F7 (INP_StOfCanEngOvrdCtrlModFromAbsAsc),DIRECT
INP_StOfCanEngTqReqFromAbsAsc,RESOLVED,0x4000E97D (INP_StOfCanEngTqReqFromAbsAsc),DIRECT
INP_CanOvrdCtrlModPrioFromAbsAsc,RESOLVED,0x4000E722 (INP_CanOvrdCtrlModPrioFromAbsAsc),DIRECT
INP_StOfCanOvrdCtrlModPrioFromAbsAsc,RESOLVED,0x4000DEFF (INP_StOfCanOvrdCtrlModPrioFromAbsAsc),DIRECT
INP_CanTrsmTqLim,RESOLVED,0x4000DD74 (INP_CanTrsmTqLim),DIRECT
INP_StOfCanTrsmTqLim,RESOLVED,0x4000DE48 (INP_StOfCanTrsmTqLim),DIRECT
INP_EngDftTqLimMem,RESOLVED,0x4000E428 (INP_EngDftTqLimMem),DIRECT
INP_WtrInFu,RESOLVED,0x4000E678 (INP_WtrInFu),DIRECT
INP_bSpdLimrOnOffBtn,RESOLVED,0x4000E16E (INP_bSpdLimrOnOffBtn),DIRECT
INP_bErrSpdLimrOnOffBtn,RESOLVED,0x4000E940 (INP_bErrSpdLimrOnOffBtn),DIRECT
INP_CanEngRtdrSeln,RESOLVED,0x4000D928 (INP_CanEngRtdrSeln),DIRECT
INP_StOfCanEngRtdrSeln,RESOLVED,0x4000D874 (INP_StOfCanEngRtdrSeln),DIRECT
WM_MaskRctnForTAirBoostOvErr,RESOLVED,0x4000E1B0 (WM_MaskRctnForTAirBoostOvErr),DIRECT
WM_MaskRctnForTAirBoostUndErr,RESOLVED,0x4000DC94 (WM_MaskRctnForTAirBoostUndErr),DIRECT
WM_MaskRctnForTAmbAirOvErr,RESOLVED,0x4000E1E8 (WM_MaskRctnForTAmbAirOvErr),DIRECT
WM_MaskRctnForTAmbAirUndErr,RESOLVED,0x4000D8CC (WM_MaskRctnForTAmbAirUndErr),DIRECT
WM_MaskRctnForTCooltOvErr,RESOLVED,0x4000E078 (WM_MaskRctnForTCooltOvErr),DIRECT
WM_MaskRctnForTCooltUndErr,RESOLVED,0x4000DBBC (WM_MaskRctnForTCooltUndErr),DIRECT
WM_MaskRctnForTEcuErr,RESOLVED,0x4000E640 (WM_MaskRctnForTEcuErr),DIRECT
WM_MaskRctnForTFuOvErr,RESOLVED,0x4000E028 (WM_MaskRctnForTFuOvErr),DIRECT
WM_MaskRctnForTOilOvErr,RESOLVED,0x4000E278 (WM_MaskRctnForTOilOvErr),DIRECT
WM_MaskRctnForTOilUndErr,RESOLVED,0x4000E6C8 (WM_MaskRctnForTOilUndErr),DIRECT
WM_MaskRTN,RESOLVED,0x4000D82C (WM_MaskRTN),DIRECT
WM_MaskRctn,RESOLVED,0x4000DA24 (WM_MaskRctn),DIRECT
WM_MaskTC4,RESOLVED,0x4000E810 (WM_MaskTC4),DIRECT
WM_MaskTC3,RESOLVED,0x4000E454 (WM_MaskTC3),DIRECT
WM_MaskTC2,RESOLVED,0x4000DA14 (WM_MaskTC2),DIRECT
WM_MaskTC1,RESOLVED,0x4000DDC0 (WM_MaskTC1),DIRECT
WM_MaskRctnForPAirBoostOvErr,RESOLVED,0x4000E444 (WM_MaskRctnForPAirBoostOvErr),DIRECT
WM_MaskRctnForPAirBoostUndErr,RESOLVED,0x4000D9BC (WM_MaskRctnForPAirBoostUndErr),DIRECT
WM_MaskRctnForPAmbAirOvErr,RESOLVED,0x4000E348 (WM_MaskRctnForPAmbAirOvErr),DIRECT
WM_MaskRctnForPAmbAirUndErr,RESOLVED,0x4000E864 (WM_MaskRctnForPAmbAirUndErr),DIRECT
WM_MaskRctnForPFuOvErr,RESOLVED,0x4000E7E4 (WM_MaskRctnForPFuOvErr),DIRECT
WM_MaskRctnForPFuUndErr,RESOLVED,0x4000DCF8 (WM_MaskRctnForPFuUndErr),DIRECT
WM_MaskRctnForPOilOvErr,RESOLVED,0x4000DAC4 (WM_MaskRctnForPOilOvErr),DIRECT
WM_MaskRctnForPOilUndErr,RESOLVED,0x4000DE30 (WM_MaskRctnForPOilUndErr),DIRECT
WM_MaskRctnForPRailOvErr,RESOLVED,0x4000DDB4 (WM_MaskRctnForPRailOvErr),DIRECT
WM_MaskRctnForPRailUndErr,RESOLVED,0x4000D89C (WM_MaskRctnForPRailUndErr),DIRECT
WM_MaskRctnForUClmp30OvErr,RESOLVED,0x4000D980 (WM_MaskRctnForUClmp30OvErr),DIRECT
WM_MaskRctnForUClmp30UndErr,RESOLVED,0x4000D858 (WM_MaskRctnForUClmp30UndErr),DIRECT
WM_MaskRctnForErrCylMisfErr,RESOLVED,0x4000E8F0 (WM_MaskRctnForErrCylMisfErr),DIRECT
WM_MaskRctnForLvlOilUndErr,RESOLVED,0x4000E61C (WM_MaskRctnForLvlOilUndErr),DIRECT
WM_MaskGE,RESOLVED,0x4000D9C4 (WM_MaskGE),DIRECT
WgC_AirMassFlowCalcZeroDiv,RESOLVED,0x4000DFE8 (WgC_AirMassFlowCalcZeroDiv),DIRECT
WgC_VolEff,RESOLVED,0x4000E878 (WgC_VolEff),DIRECT
WgC_AirMassFlowCalcMultiOut,RESOLVED,0x4000E3CC (WgC_AirMassFlowCalcMultiOut),DIRECT
WgC_MAirFlow,RESOLVED,0x4000E188 (WgC_MAirFlow),DIRECT
WgC_PDropIcoMapOut,RESOLVED,0x4000E70C (WgC_PDropIcoMapOut),DIRECT
WgC_PCmprInltCalcd,RESOLVED,0x4000E284 (WgC_PCmprInltCalcd),DIRECT
WgC_PCmprOutltMapOut,RESOLVED,0x4000DE68 (WgC_PCmprOutltMapOut),DIRECT
WgC_PCmprOutltCalcd,RESOLVED,0x4000E7CC (WgC_PCmprOutltCalcd),DIRECT
WgC_RatPCmpr,RESOLVED,0x4000DC7C (WgC_RatPCmpr),DIRECT
WgC_MCorrAirFlowTCmprInlt,RESOLVED,0x4000DA38 (WgC_MCorrAirFlowTCmprInlt),DIRECT
WgC_MCorrAirFlowPCmprInlt,RESOLVED,0x4000DC60 (WgC_MCorrAirFlowPCmprInlt),DIRECT
WgC_MCorrdAirFlow,RESOLVED,0x4000DC58 (WgC_MCorrdAirFlow),DIRECT
WgC_DifSurgeLine,RESOLVED,0x4000E578 (WgC_DifSurgeLine),DIRECT
WgC_EffCmpr,RESOLVED,0x4000E3C8 (WgC_EffCmpr),DIRECT
WgC_NTrbChrg,RESOLVED,0x4000E368 (WgC_NTrbChrg),DIRECT
WgC_DutyWgtVlvFF,RESOLVED,0x4000E600 (WgC_DutyWgtVlvFF),DIRECT
WgC_PAirBoostRefMain,RESOLVED,0x4000DB90 (WgC_PAirBoostRefMain),DIRECT
WgC_PAirBoostRefTCooltCorr,RESOLVED,0x4000DDA4 (WgC_PAirBoostRefTCooltCorr),DIRECT
WgC_PAirBoostRefPAmbAirCorr,RESOLVED,0x4000DF50 (WgC_PAirBoostRefPAmbAirCorr),DIRECT
WgC_PAirBoostRefTAmbAirCorr,RESOLVED,0x4000E6A4 (WgC_PAirBoostRefTAmbAirCorr),DIRECT
WgC_PAirBoostRefTOilCorr,RESOLVED,0x4000E934 (WgC_PAirBoostRefTOilCorr),DIRECT
WgC_PAirBoostRefSurgeCorr,RESOLVED,0x4000E75C (WgC_PAirBoostRefSurgeCorr),DIRECT
WgC_PAirBoostRef,RESOLVED,0x4000DF48 (WgC_PAirBoostRef),DIRECT
WgC_ErrPAirBoost,RESOLVED,0x4000E7FC (WgC_ErrPAirBoost),DIRECT
WgC_CoeffPForWgCCtlMapOut,RESOLVED,0x4000E174 (WgC_CoeffPForWgCCtlMapOut),DIRECT
WgC_PIDCoeffP,RESOLVED,0x4000DA04 (WgC_PIDCoeffP),DIRECT
WgC_CoeffKpOut,RESOLVED,0x4000E5A8 (WgC_CoeffKpOut),DIRECT
WgC_CoeffKiOut,RESOLVED,0x4000DCA0 (WgC_CoeffKiOut),DIRECT
WgC_CoeffDForWgCCtlMapOut,RESOLVED,0x4000E2E8 (WgC_CoeffDForWgCCtlMapOut),DIRECT
WgC_PIDCoeffD,RESOLVED,0x4000E764 (WgC_PIDCoeffD),DIRECT
WgC_CoeffKdFbOut,RESOLVED,0x4000D8A8 (WgC_CoeffKdFbOut),DIRECT
WgC_CoeffFiltForWgCCtlMapOut,RESOLVED,0x4000E13C (WgC_CoeffFiltForWgCCtlMapOut),DIRECT
WgC_PIDCoeffFilt,RESOLVED,0x4000E3E0 (WgC_PIDCoeffFilt),DIRECT
WgC_CoeffKdOut,RESOLVED,0x4000E470 (WgC_CoeffKdOut),DIRECT
WgC_CoeffKiClampPreSatOut,RESOLVED,0x4000E654 (WgC_CoeffKiClampPreSatOut),DIRECT
WgC_DutyWgtVlvPID,RESOLVED,0x4000E860 (WgC_DutyWgtVlvPID),DIRECT
WgC_DutyWgtVlv,RESOLVED,0x4000DE58 (WgC_DutyWgtVlv),DIRECT
WgC_DutyWgtVlvBefSat,RESOLVED,0x4000E674 (WgC_DutyWgtVlvBefSat),DIRECT
WgC_LimSigUp,RESOLVED,0x4000DA44 (WgC_LimSigUp),DIRECT
WgC_LimSigLo,RESOLVED,0x4000DA00 (WgC_LimSigLo),DIRECT
WgC_DutyVlvReq,RESOLVED,0x4000E204 (WgC_DutyVlvReq),DIRECT
WgC_CoeffIForWgCCtlMapOut,RESOLVED,0x4000DF20 (WgC_CoeffIForWgCCtlMapOut),DIRECT
WgC_PIDCoeffI,RESOLVED,0x4000D9B4 (WgC_PIDCoeffI),DIRECT
WgC_CoeffKiClampOut,RESOLVED,0x4000DC1C (WgC_CoeffKiClampOut),DIRECT
WgC_CoeffKiClampSwtchOut,RESOLVED,0x4000D870 (WgC_CoeffKiClampSwtchOut),DIRECT
WM_TiElpdNEngDetdThdRTN,RESOLVED,0x4000DBB0 (WM_TiElpdNEngDetdThdRTN),DIRECT
WM_TiElpdPRailNotCtld,RESOLVED,0x4000DA94 (WM_TiElpdPRailNotCtld),DIRECT
TL_CanEngTqReqNmFromAbsAsc,RESOLVED,0x4000DC3C (TL_CanEngTqReqNmFromAbsAsc),DIRECT
TL_MaxTqFromAbsAsc,RESOLVED,0x4000E474 (TL_MaxTqFromAbsAsc),DIRECT
TL_TqLimnForEngBrk,RESOLVED,0x4000E814 (TL_TqLimnForEngBrk),DIRECT
TL_DftTqLimFromTcu,RESOLVED,0x4000E4E4 (TL_DftTqLimFromTcu),DIRECT
TL_PercgTqLimnForTCoolt,RESOLVED,0x4000DCE0 (TL_PercgTqLimnForTCoolt),DIRECT
TL_TqLimdForTCoolt,RESOLVED,0x4000DFB0 (TL_TqLimdForTCoolt),DIRECT
TL_PercgTqLimnForTFu,RESOLVED,0x4000E5A4 (TL_PercgTqLimnForTFu),DIRECT
TL_TqLimdForTFu,RESOLVED,0x4000E5D4 (TL_TqLimdForTFu),DIRECT
TL_PercgTqLimnForNExhTrbChrg,RESOLVED,0x4000E590 (TL_PercgTqLimnForNExhTrbChrg),DIRECT
TL_TqLimdForNExhTrbChrg,RESOLVED,0x4000DE0C (TL_TqLimdForNExhTrbChrg),DIRECT
TL_PercgTqLimnForPAirBoost,RESOLVED,0x4000E4A8 (TL_PercgTqLimnForPAirBoost),DIRECT
TL_TqLimdForPAirBoost,RESOLVED,0x4000E880 (TL_TqLimdForPAirBoost),DIRECT
TL_TAir,RESOLVED,0x4000D98C (TL_TAir),DIRECT
TL_PercgTqLimnForTAir,RESOLVED,0x4000DE70 (TL_PercgTqLimnForTAir),DIRECT
TL_TqLimdForTAir,RESOLVED,0x4000E084 (TL_TqLimdForTAir),DIRECT
TL_PercgTqLimnForPAmbAir,RESOLVED,0x4000DFDC (TL_PercgTqLimnForPAmbAir),DIRECT
TL_TqLimdForPAirAmb,RESOLVED,0x4000DBA4 (TL_TqLimdForPAirAmb),DIRECT
TL_PercgTqLimnForTOil,RESOLVED,0x4000E7C0 (TL_PercgTqLimnForTOil),DIRECT
TL_TqLimdForTOil,RESOLVED,0x4000E930 (TL_TqLimdForTOil),DIRECT
TL_PercgTqLimnForSurge,RESOLVED,0x4000E5E8 (TL_PercgTqLimnForSurge),DIRECT
TL_TqLimnForSurge,RESOLVED,0x4000E2C0 (TL_TqLimnForSurge),DIRECT
TL_TqLimdForSurge,RESOLVED,0x4000DFC0 (TL_TqLimdForSurge),DIRECT
TL_TqMapLimdEngProtn,RESOLVED,0x4000DD70 (TL_TqMapLimdEngProtn),DIRECT
TL_TqLimpMapOut,RESOLVED,0x4000DE2C (TL_TqLimpMapOut),DIRECT
TL_TqLimnLimp,RESOLVED,0x4000D8F4 (TL_TqLimnLimp),DIRECT
TL_TqLimnRednLvl1,RESOLVED,0x4000E740 (TL_TqLimnRednLvl1),DIRECT
